timestamp,open,high,low,close,volume
2024-01-01 14:00,100.00,100.77,99.12,99.72,119963
2024-01-01 15:00,99.72,99.81,98.96,99.58,97472
2024-01-01 16:00,99.58,99.65,99.13,99.38,132575
2024-01-01 17:00,99.38,99.99,98.57,99.10,50160
2024-01-01 18:00,99.10,100.24,98.33,99.53,62032
2024-01-01 19:00,99.53,99.82,99.18,99.20,97569
2024-01-01 20:00,99.20,99.50,99.10,99.28,70211
2024-01-01 21:00,99.28,99.93,99.02,99.43,109658
2024-01-02 14:00,99.43,99.51,99.13,99.24,132586
2024-01-02 15:00,99.24,99.39,98.54,98.97,125184
2024-01-02 16:00,98.97,99.47,98.04,99.03,80263
2024-01-02 17:00,99.03,99.67,98.27,98.96,57233
2024-01-02 18:00,98.96,99.72,97.99,98.58,53513
2024-01-02 19:00,98.58,99.84,98.55,99.10,52420
2024-01-02 20:00,99.10,99.33,98.56,98.85,130212
2024-01-02 21:00,98.85,98.86,97.68,98.66,125689
2024-01-03 14:00,98.66,99.70,98.59,99.08,129311
2024-01-03 15:00,99.08,100.17,98.49,99.37,67595
2024-01-03 16:00,99.37,99.93,99.24,99.44,85275
2024-01-03 17:00,99.44,100.36,98.85,99.31,137421
2024-01-03 18:00,99.31,100.76,98.59,99.81,130872
2024-01-03 19:00,99.81,100.76,98.99,99.45,134692
2024-01-03 20:00,99.45,99.65,98.49,99.32,133026
2024-01-03 21:00,99.32,100.28,98.35,99.50,110042
2024-01-04 14:00,99.50,100.11,98.50,99.56,57108
2024-01-04 15:00,99.56,99.85,98.61,99.46,119217
2024-01-04 16:00,99.46,100.64,99.16,99.86,114632
2024-01-04 17:00,99.86,101.00,98.88,100.40,115937
2024-01-04 18:00,100.40,100.73,99.84,100.36,90065
2024-01-04 19:00,100.36,101.37,99.75,100.53,118954
2024-01-04 20:00,100.53,101.40,99.77,101.02,126773
2024-01-04 21:00,101.02,101.66,99.85,100.67,143274
2024-01-05 14:00,100.67,101.10,99.78,100.91,52917
2024-01-05 15:00,100.91,101.78,100.34,100.72,130706
2024-01-05 16:00,100.72,101.52,99.90,100.76,126992
2024-01-05 17:00,100.76,101.36,100.30,100.95,60313
2024-01-05 18:00,100.95,101.56,100.34,100.63,55904
2024-01-05 19:00,100.63,100.83,99.72,100.74,143858
2024-01-05 20:00,100.74,102.01,100.00,101.28,141930
2024-01-05 21:00,101.28,101.67,100.37,101.32,51364
2024-01-08 14:00,101.32,102.43,100.73,101.63,124432
2024-01-08 15:00,101.63,102.38,101.12,102.16,57424
2024-01-08 16:00,102.16,102.44,101.43,101.77,76455
2024-01-08 17:00,101.77,102.57,101.34,101.61,71768
2024-01-08 18:00,101.61,101.98,101.39,101.47,128474
2024-01-08 19:00,101.47,101.91,100.82,101.19,62277
2024-01-08 20:00,101.19,101.57,99.98,100.79,66396
2024-01-08 21:00,100.79,101.14,100.41,100.76,119948
2024-01-09 14:00,100.76,101.57,100.48,100.57,141516
2024-01-09 15:00,100.57,101.97,100.34,101.08,64812
2024-01-09 16:00,101.08,101.85,100.40,100.63,128435
2024-01-09 17:00,100.63,101.55,99.97,100.74,111840
2024-01-09 18:00,100.74,100.99,100.04,100.54,91070
2024-01-09 19:00,100.54,100.82,99.84,100.13,93730
2024-01-09 20:00,100.13,100.99,99.76,99.88,148255
2024-01-09 21:00,99.88,100.76,98.63,99.51,148481
2024-01-10 14:00,99.51,100.35,98.68,99.81,148398
2024-01-10 15:00,99.81,100.46,98.73,99.54,128058
2024-01-10 16:00,99.54,99.88,99.01,99.74,124868
2024-01-10 17:00,99.74,100.01,99.44,99.86,130682
2024-01-10 18:00,99.86,100.01,99.06,99.45,122219
2024-01-10 19:00,99.45,100.38,99.41,99.83,85072
2024-01-10 20:00,99.83,100.68,99.27,99.68,55693
2024-01-10 21:00,99.68,100.52,99.27,99.67,113850
2024-01-11 14:00,99.67,100.57,99.47,100.06,54998
2024-01-11 15:00,100.06,101.10,99.82,100.52,149873
2024-01-11 16:00,100.52,101.42,100.37,100.41,88648
2024-01-11 17:00,100.41,100.49,99.87,100.27,57396
2024-01-11 18:00,100.27,100.32,99.50,100.10,88154
2024-01-11 19:00,100.10,100.67,99.29,100.07,77528
2024-01-11 20:00,100.07,100.09,99.62,99.63,79918
2024-01-11 21:00,99.63,100.88,99.08,99.98,68736
2024-01-12 14:00,99.98,100.57,99.30,99.57,97334
2024-01-12 15:00,99.57,100.42,98.88,99.69,61798
2024-01-12 16:00,99.69,99.94,99.54,99.78,135428
2024-01-12 17:00,99.78,100.61,99.69,99.75,125676
2024-01-12 18:00,99.75,100.54,98.96,99.71,84169
2024-01-12 19:00,99.71,100.93,99.07,100.09,127021
2024-01-12 20:00,100.09,100.22,99.19,100.21,51267
2024-01-12 21:00,100.21,100.75,99.88,99.90,63946
2024-01-15 14:00,99.90,100.15,99.69,99.74,70429
2024-01-15 15:00,99.74,100.71,98.78,99.88,130300
2024-01-15 16:00,99.88,100.43,98.60,99.58,57814
2024-01-15 17:00,99.58,99.81,99.39,99.68,103150
2024-01-15 18:00,99.68,100.92,99.11,99.95,97963
2024-01-15 19:00,99.95,100.44,99.24,100.00,87570
2024-01-15 20:00,100.00,100.60,99.63,99.81,70947
2024-01-15 21:00,99.81,100.53,99.59,99.64,121729
2024-01-16 14:00,99.64,100.45,98.53,99.19,129149
2024-01-16 15:00,99.19,99.34,98.14,98.78,139092
2024-01-16 16:00,98.78,98.83,97.64,98.51,77854
2024-01-16 17:00,98.51,99.05,97.64,98.95,137460
2024-01-16 18:00,98.95,100.00,98.48,99.10,114174
2024-01-16 19:00,99.10,100.04,98.77,99.14,85782
2024-01-16 20:00,99.14,99.92,98.37,99.57,136439
2024-01-16 21:00,99.57,100.80,98.65,99.91,83915
2024-01-17 14:00,99.91,100.18,98.94,99.53,115376
2024-01-17 15:00,99.53,100.22,98.57,99.91,53982
2024-01-17 16:00,99.91,100.44,99.09,99.94,62310
2024-01-17 17:00,99.94,100.55,99.37,99.61,92970
2024-01-17 18:00,99.61,100.32,99.19,99.85,101952
2024-01-17 19:00,99.85,100.54,98.66,99.44,129777
2024-01-17 20:00,99.44,99.85,98.44,99.26,143949
2024-01-17 21:00,99.26,100.15,98.72,99.74,57890
2024-01-18 14:00,99.74,100.42,99.14,100.17,129167
2024-01-18 15:00,100.17,100.58,99.07,100.03,71910
2024-01-18 16:00,100.03,100.09,99.09,99.83,135826
2024-01-18 17:00,99.83,100.75,98.71,99.44,103782
2024-01-18 18:00,99.44,100.13,98.90,99.11,131948
2024-01-18 19:00,99.11,99.65,98.40,98.68,121314
2024-01-18 20:00,98.68,98.91,97.88,98.60,143971
2024-01-18 21:00,98.60,98.66,97.51,98.36,73736
2024-01-19 14:00,98.36,98.65,97.15,98.00,76498
2024-01-19 15:00,98.00,98.34,97.39,97.80,116736
2024-01-19 16:00,97.80,97.98,97.01,97.87,109115
2024-01-19 17:00,97.87,98.13,97.49,97.67,94180
2024-01-19 18:00,97.67,98.09,96.83,97.22,83513
2024-01-19 19:00,97.22,97.37,96.31,97.17,68931
2024-01-19 20:00,97.17,97.85,96.84,97.67,148832
2024-01-19 21:00,97.67,98.53,97.45,97.88,87014
2024-01-22 14:00,97.88,98.41,97.51,97.89,58214
2024-01-22 15:00,97.89,98.55,97.15,98.44,112511
2024-01-22 16:00,98.44,98.95,97.51,98.09,136557
2024-01-22 17:00,98.09,98.13,97.13,97.80,73533
2024-01-22 18:00,97.80,98.25,96.97,98.06,131675
2024-01-22 19:00,98.06,98.31,97.55,98.12,91346
2024-01-22 20:00,98.12,99.33,97.42,98.35,84743
2024-01-22 21:00,98.35,98.46,97.89,97.96,102434
2024-01-23 14:00,97.96,98.56,96.96,97.83,62659
2024-01-23 15:00,97.83,98.22,96.86,97.42,63998
2024-01-23 16:00,97.42,97.85,96.81,97.27,84418
2024-01-23 17:00,97.27,97.39,97.06,97.36,111967
2024-01-23 18:00,97.36,97.98,97.24,97.42,109793
2024-01-23 19:00,97.42,97.99,97.19,97.88,107423
2024-01-23 20:00,97.88,98.26,97.33,98.17,62014
2024-01-23 21:00,98.17,99.02,97.66,98.57,113759
2024-01-24 14:00,98.57,99.59,98.29,98.74,110561
2024-01-24 15:00,98.74,99.83,97.79,99.07,90421
2024-01-24 16:00,99.07,99.62,98.88,99.33,121749
2024-01-24 17:00,99.33,99.38,99.10,99.32,69433
2024-01-24 18:00,99.32,99.80,98.14,99.09,71849
2024-01-24 19:00,99.09,99.58,98.29,98.84,97504
2024-01-24 20:00,98.84,99.27,98.19,98.92,82997
2024-01-24 21:00,98.92,99.57,98.38,98.86,54570
2024-01-25 14:00,98.86,99.83,98.41,98.81,62015
2024-01-25 15:00,98.81,99.10,98.29,98.66,96175
2024-01-25 16:00,98.66,98.92,97.66,98.62,108627
2024-01-25 17:00,98.62,99.94,97.92,99.08,107055
2024-01-25 18:00,99.08,99.92,98.80,99.30,97148
2024-01-25 19:00,99.30,99.87,98.23,99.00,59280
2024-01-25 20:00,99.00,100.24,98.55,99.43,115913
2024-01-25 21:00,99.43,100.57,98.76,99.85,131288
2024-01-26 14:00,99.85,99.93,99.39,99.75,54360
