timestamp,open,high,low,close,volume
2024-01-01 09:00,100.00,100.22,98.76,99.53,72186
2024-01-01 10:00,99.53,99.78,99.12,99.61,95664
2024-01-01 11:00,99.61,100.36,98.88,99.90,89291
2024-01-01 12:00,99.90,100.30,98.99,99.76,115396
2024-01-01 13:00,99.76,100.09,98.89,99.90,52371
2024-01-01 14:00,99.90,101.18,99.84,100.20,103205
2024-01-01 15:00,100.20,101.44,100.10,100.64,115877
2024-01-01 16:00,100.64,100.93,99.76,100.87,95578
2024-01-02 09:00,100.87,101.86,100.43,100.77,104396
2024-01-02 10:00,100.77,101.26,100.18,101.11,56412
2024-01-02 11:00,101.11,101.97,100.38,101.14,68614
2024-01-02 12:00,101.14,101.17,100.24,101.10,142211
2024-01-02 13:00,101.10,101.36,100.60,101.13,119100
2024-01-02 14:00,101.13,101.50,99.93,100.87,56232
2024-01-02 15:00,100.87,101.03,99.66,100.53,139791
2024-01-02 16:00,100.53,101.83,99.67,100.91,64626
2024-01-03 09:00,100.91,101.47,99.86,100.65,101441
2024-01-03 10:00,100.65,101.11,99.81,100.59,51845
2024-01-03 11:00,100.59,100.82,100.01,100.61,74626
2024-01-03 12:00,100.61,101.24,99.42,100.37,51123
2024-01-03 13:00,100.37,100.68,99.95,100.55,97532
2024-01-03 14:00,100.55,101.23,99.68,100.61,65675
2024-01-03 15:00,100.61,100.72,99.64,100.21,64982
2024-01-03 16:00,100.21,101.17,99.92,100.47,123997
2024-01-04 09:00,100.47,101.20,99.43,100.29,69964
2024-01-04 10:00,100.29,101.27,99.94,100.67,83997
2024-01-04 11:00,100.67,101.01,100.20,100.46,135079
2024-01-04 12:00,100.46,101.61,99.72,100.92,132340
2024-01-04 13:00,100.92,101.45,100.36,100.44,87457
2024-01-04 14:00,100.44,100.47,99.43,100.11,117758
2024-01-04 15:00,100.11,101.35,99.50,100.35,74287
2024-01-04 16:00,100.35,101.25,99.84,100.36,130853
2024-01-05 09:00,100.36,101.31,99.75,100.61,89592
2024-01-05 10:00,100.61,100.96,100.32,100.89,98790
2024-01-05 11:00,100.89,100.90,100.57,100.78,76757
2024-01-05 12:00,100.78,101.37,100.56,101.23,130493
2024-01-05 13:00,101.23,101.90,100.80,101.58,121964
2024-01-05 14:00,101.58,102.76,101.57,102.03,94780
2024-01-05 15:00,102.03,102.23,101.09,102.04,63630
2024-01-05 16:00,102.04,102.85,101.42,102.05,122408
2024-01-08 09:00,102.05,102.69,101.07,102.19,65298
2024-01-08 10:00,102.19,102.78,101.95,102.62,145823
2024-01-08 11:00,102.62,103.92,102.32,102.90,104667
2024-01-08 12:00,102.90,104.04,102.32,103.30,80602
2024-01-08 13:00,103.30,104.15,102.51,103.21,58987
2024-01-08 14:00,103.21,104.22,102.03,102.88,60583
2024-01-08 15:00,102.88,102.96,102.72,102.95,73125
2024-01-08 16:00,102.95,103.27,101.86,102.45,87114
2024-01-09 09:00,102.45,102.84,101.52,102.37,74966
2024-01-09 10:00,102.37,103.23,101.56,102.61,144591
2024-01-09 11:00,102.61,103.03,101.84,102.65,60809
2024-01-09 12:00,102.65,103.01,101.27,102.17,73336
2024-01-09 13:00,102.17,103.03,102.06,102.51,50884
2024-01-09 14:00,102.51,103.57,102.30,102.65,122244
2024-01-09 15:00,102.65,103.06,102.30,102.56,124550
2024-01-09 16:00,102.56,102.93,102.02,102.44,134450
2024-01-10 09:00,102.44,102.87,101.74,102.70,109961
2024-01-10 10:00,102.70,103.48,101.70,102.42,89435
2024-01-10 11:00,102.42,103.38,101.80,102.34,74450
2024-01-10 12:00,102.34,102.44,101.32,102.14,66468
2024-01-10 13:00,102.14,103.27,101.95,102.28,54065
2024-01-10 14:00,102.28,103.41,101.98,102.64,58952
2024-01-10 15:00,102.64,103.15,102.43,102.50,138400
2024-01-10 16:00,102.50,102.68,102.45,102.57,129221
2024-01-11 09:00,102.57,103.22,101.62,102.14,121918
2024-01-11 10:00,102.14,102.80,101.93,102.59,128825
2024-01-11 11:00,102.59,103.58,101.76,102.92,137512
2024-01-11 12:00,102.92,103.74,102.22,103.20,133800
2024-01-11 13:00,103.20,103.40,103.02,103.14,81739
2024-01-11 14:00,103.14,103.89,102.70,103.25,75484
2024-01-11 15:00,103.25,103.69,102.36,102.96,139239
2024-01-11 16:00,102.96,103.75,101.98,102.71,149931
2024-01-12 09:00,102.71,103.80,102.09,102.86,141927
2024-01-12 10:00,102.86,103.77,102.41,102.92,115987
2024-01-12 11:00,102.92,103.12,102.06,102.99,112670
2024-01-12 12:00,102.99,103.89,102.34,102.58,128687
2024-01-12 13:00,102.58,103.67,101.78,102.98,122652
2024-01-12 14:00,102.98,103.70,102.71,102.83,99504
2024-01-12 15:00,102.83,103.73,102.21,102.94,70837
2024-01-12 16:00,102.94,103.83,101.71,102.50,129941
2024-01-15 09:00,102.50,103.62,102.09,102.64,71023
2024-01-15 10:00,102.64,102.85,102.07,102.43,104599
2024-01-15 11:00,102.43,102.45,101.78,102.45,145765
2024-01-15 12:00,102.45,103.35,101.74,102.68,126254
2024-01-15 13:00,102.68,103.94,102.44,103.01,132690
2024-01-15 14:00,103.01,103.44,102.47,102.84,57094
2024-01-15 15:00,102.84,103.10,101.79,102.59,112615
2024-01-15 16:00,102.59,102.95,102.06,102.87,81975
2024-01-16 09:00,102.87,103.53,101.69,102.37,88492
2024-01-16 10:00,102.37,102.65,101.16,101.93,94792
2024-01-16 11:00,101.93,102.84,100.95,101.51,62086
2024-01-16 12:00,101.51,102.56,100.97,101.83,87981
2024-01-16 13:00,101.83,102.25,101.38,102.21,108513
2024-01-16 14:00,102.21,103.02,101.61,102.25,92611
2024-01-16 15:00,102.25,103.09,100.76,101.77,60140
2024-01-16 16:00,101.77,102.85,100.82,102.21,139050
2024-01-17 09:00,102.21,103.24,102.19,102.40,134150
2024-01-17 10:00,102.40,102.89,102.30,102.54,76746
2024-01-17 11:00,102.54,103.02,101.95,102.77,111107
2024-01-17 12:00,102.77,103.42,101.94,102.74,135695
2024-01-17 13:00,102.74,103.79,102.68,102.78,134872
2024-01-17 14:00,102.78,103.43,101.78,102.54,70208
2024-01-17 15:00,102.54,102.77,101.24,102.18,142255
2024-01-17 16:00,102.18,102.83,101.85,101.94,74171
2024-01-18 09:00,101.94,102.91,100.93,101.48,63809
